년도,과정명,번호,평가문제,1차 응시율,2차 응시율,3차 응시율,4차 응시율,5차 응시율,6차 응시율,7차 응시율,8차 응시율,9차 응시율
2019,"세상을 바꾸는 힘, 공익신고",18,다음 중 공익신고자 보호조치에 대한 설명으로 옳지 않은 것은?,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",19,다음 중 공익신고자가 받을 수 있는 신변보호조치에 대한 설명으로 옳지 않은 것은?,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",20,공익신고자 보호법에서 규정하고 있는 보호조치 신청은 불이익조치가 있었던 날부터 몇개월 이내에 신청하여야 한다.,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",21,"공익침해행위 신고자가 신분공개에 동의하지 않은 경우에는 직접적인 인적사항 외에도 소속 기업, 담당 업무 및 거주지역 등 공익신고자임을 미루어 알 수 있는 내용도 익명처리하여 송부하여야 한다.",73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",22,공익침해행위로 불이익을 당한 경우 입증책임은 공익신고자 본인에게 있다.,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",23,민간부문에서 발생하는 공익침해행위 신고에 대하여 올바르게 설명한 것은?,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",24,"기업의 비밀이라 하더라도 국민의 건강, 안전 및 환경 등 공익침해행위에 해당하면 신고할 수 있다.",73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",25,민간부문에서 발생하는 공익침해행위 신고는 모두 공익신고자 보호를 받을 수 있다.,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",26,다음 중 공익신고로 인정받기 어려운 것은?,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",27,다음 중 공익신고를 할 수 있는 곳으로 적절치 않은 것은?,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",28,공익신고와 관련하여 근로관계상 특혜 등을 요구하는 부정목적 신고의 경우 공익신고를 접수받는 기관에서 거부할 수 있다.,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",29,민간부문에서 발생한 공익침해행위 신고는 내부자만 할 수 있다.,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",30,부패행위 신고 보상금제도 대한 설명으로 옳지 않은 것은?,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",31,권익위에 부패행위를 신고하면 모두 보상금을 받을 수 있다.,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",32,공직자가 국민권익위 외에 피신고자가 소속 된 공공기관에 부패행위 신고를 한 경우는 보호를 받을 수 없다.,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",33,내부공익신고에 대한 설명으로 옳지 않은 것은?,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",34,부패행위 신고접수 및 처리절차에 관한 설명으로 옳지 않은 것은?,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",35,"공공부문의 부패행위 신고시 비밀보장, 신변보호는 되지만 책임감면은 되지 않는다.",73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",36,공공부문의 부패행위 신고에 있어 직접적인 수익 증대를 가져오지 않는 경우 보상받을 수 있는 방법은 전혀 없다.,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",37,부패행위 보상금의 지급에 관한 설명 중 옳지 않은 것은?,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",38,공공부문의 부패행위 신고는 「부패방지 및 국민권익위원회의 설치와 운영에 관한 법률」에 따라 보호된다.,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",39,「부패방지 및 국민권익위원회의 설치와 운영에 관한 법률」에서 규정하고 있는 신고대상의 부패행위가 아닌 것은?,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",40,부패행위 신고 및 이후 보호보상 등에 대한 상담을 받으려고 합니다. 어디에 전화해야 할까요?,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",41,부패행위 신고제도에 대하여 잘못 설명한 것은?,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",42,발생한 공익침해행위에 대하여 수사의 단서만을 제공하는 행위는 공익신고가 아니다.,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",43,불법적 이익을 줄 것을 제안한 행위라도 돈을 받지 않으면 부패행위 신고대상이 아니다.,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",44,부패행위 신고에 대하여 올바르게 설명한 것은?,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",45,공익신고서를 작성하여 국회의원에게 신고할 수도 있다.,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",46,우리나라는 민간부문에서 발생하는 공익침해행위에 대한 신고자 보호제도를 가지고 있지 않다.,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",47,"공공 분야와 사적 분야 모두에 있어 선의의 신고자를 보복으로부터 보호하는 것은 부패 방지와, 공공기관의 권위와 신뢰를 높이고 투명한 비즈니스 환경을 마련하는 데 만드는 데 필수적이다.",73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",48,공익신고를 접수 받은 기관의 올바른 선택은 부패행위 및 공익침해행위로 발생할 수 있는 문제를 사전적으로 예방하는 기회로 삼고 이를 잘 처리하여 후유증을 최소화할 수 있도록 관리 하는 것이다.,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",49,공익신고자에 대한 설명으로 옳지 않은 것은?,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,"세상을 바꾸는 힘, 공익신고",50,공익신고는 적발과 처벌만을 위한 것이다.,73.1,67.6,81.1,70.3,77.6,76.2,78.4,72.3,66.7
2019,세종대왕 리더십,1,"자신의 한계와 가능성을 객관적으로 판단해 자신의 감정을 잘 다스리며, 상대방의 입장에서 그 사람을 진정으로 이해하고, 타인과 좋은 관계를 유지할 수 있는 능력을 말한다.",76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,2,리더의 행동이나 특징을 중시하는 기존의 리더십 이론들과는 달리 ( )에서는 리더가 아닌 하급자의 자아관리 역량을 중시한다.,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,3,1. 선악의 기준은 상대적인 것이며 때와 장소에 따라 어느 누구에게나 알맞은 타당한 것 2. 절제할 줄 알아야 한다. 3. 어느 한쪽으로 치우치지 않는다.,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,4,세종은 거래적인 리더십과 변혁적인 리더십의 장점을 조화시켜서 가장 이상적인 중용의 리더로서의 면모를 보여주었다.,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,5,다음 중 중용의 리더십이 중요한 이유를 잘못 설명한 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,6,다음 중 중용에 대한 설명으로 잘못된 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,7,세종대왕의 부하육성 리더십으로 보기 어려운 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,8,다음 중 수퍼 리더가 되는 7단계 중에서 가장 첫 단계에 해당하는 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,9,"수퍼 리더십은 조직 구성원의 조직 몰입과 모티베이션 수준을 높여주고, 각자의 역량을 높이는 효과를 가져온다.",76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,10,다음 중 수퍼 리더의 특징이 아닌 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,11,세종시대에 인재등용의 전문가로서 간택과 평론과 중의의 3번의 절차를 통해 인재를 검정했던 신하는 누구인가?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,12,다음 중 세종의 열린 인재경영으로 보기 어려운 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,13,"리더는 부하의 관심 분야에 대한 지식과 관련 산업 정보, 회사 내의 경력개발 기회에 대해서도 관심을 기울여야 한다.",76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,14,다음 중 열린 인재경영의 요건에 대한 설명으로 잘못된 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,15,세종대왕이 실시한 정책 중 사회적 약자를 고려한 제도로 보기 어려운 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,16,다음 중 법치주의의 의미를 잘못 설명한 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,17,평균적 정의는 모든 사람이 동등한 대우를 받아야 한다는 가치이다.,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,18,다음 중 객관적 정의를 설명한 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,19,감성적인 리더의 특징에 대한 설명 중 잘못된 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,20,다음은 감성 지능의 요소 중 무엇에 대한 설명인가?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,21,"리더는 다른 사람의 감정을 헤아리고 그것을 이해하는 능력이나, 의사결정에 필요한 직관력을 갖추어야한다.",76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,22,대표적인 자기희생적 리더로 보기 어려운 사람은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,23,"다음 중 세종의 섬기는 리더십에 대한 설명 중, 잘못된 것은?",76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,24,맨 말단의 실무자를 조직구조의 맨 위에 배치해야 한다는 Greenleaf의 조직 이론은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,25,( )란 국경에 따라 시장을 구분하는 것은 의미가 없고 전 세계를 하나의 시장으로 보고 경영활동을 하는 것을 말한다.,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,26,성공하는 글로벌 경영자의 특징으로 보기 어려운 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,27,세종대왕의 글로벌 경영으로 보기 어려운 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,28,성공한 글로벌 경영자는 국적에 제약을 두지 않고 글로벌 능력을 갖춘 인재를 선발한다.,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,29,다음 중 성공적인 글로벌 경영에 필요한 요인이 아닌 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,30,다음 중 세종이 좋아하는 신하 유형은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,31,다음이 설명하는 세종 시대의 신하는 누구인가?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,32,세종대왕이 선호하던 방식의 회의라고 볼 수 없는 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,33,커뮤니케이션의 기능에 대한 설명 중 잘못된 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,34,적시성이란 부하의 사정을 살피고 있다가 꼭 필요한 시점에 지시나 명령을 하는 것을 말한다.,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,35,"세종대왕의 커뮤니케이션 스타일에 대한 설명 중, 잘못된 것은?",76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,36,부하가 리더와 어떤 관계를 갖는가에 따라 조직행동효과가 달라진다는 이론은 VDL 이론이다.,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,37,리더와 부하와의 관계에 초점을 맞추어 연구한 이론 중 리더와 부하간의 관계의 질에 따라 조직행동의 결과가 차이가 난다고 주장한 이론은 무엇인가?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,38,노나카 이쿠지로 교수의 지식의 창조과정 중 공동화(Empathizing)에 대한 설명으로 옳은 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,39,조직 구성원 개인이나 각 부서가 갖고 있는 지식을 최대한 발굴하여 조직 전체의 보편적지식을 보급함으로써 조직의 모든 경영활동에 그 지식을 사용하도록 하는 전략,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,40,다음 중 글로벌경영과 거리가 먼 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,41,"( )란 리더가 부하를 신뢰하고, 쌍방향의 커뮤니케이션으로 소통하며, 부하의 아이디어를 존중해주고, 부하의 감정을 이해하면서 부하직원들과 갖는 관계의 정도를 뜻한다.",76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,42,효과적인 커뮤니케이션의 조건이 아닌 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,43,지식경영이 실패하는 원인이 아닌 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,44,다음 중 중용과 거리가 먼 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,45,열린 인재경영은 인간중심의 인적자원관리이다.,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,46,유능한 부하를 잃지 않는 리더가 되는 방법으로 알맞은 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,47,세종대왕이 죄수들의 억울한 투옥행위나 처벌이 발생하지 않도록 제도적으로 보완한 제도는 무엇인가?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,48,뛰어난 감성지능을 지난 리더로 보기 어려운 사람은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,49,감성지능의 구성요소가 아닌 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,50,섬기는 리더는 구성원과 수평적인 동료관계를 유지한다.,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,51,섬기는 리더의 요건으로 맞는 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,52,섬기는 리더의 특징으로 보기 어려운 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,53,4가지 유형의 리더십 중에서 아래 설명은 어떤 리더의 행동인가?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,54,부하 육성의 원칙이 아닌 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,55,수퍼 리더십의 긍정적 효과로 보기 어려운 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,56,"구체적 지식, 언어로 표현이 가능한 객관적 지식, 언어를 통해 습득된 지식을 형식지라고 한다.",76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,57,다음 중 리더의 개별적인 배려행위가 특히 효과적일 때는?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,58,지식경영의 등장배경(내외부 환경 변화)으로 보기 어려운 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,59,노나카 이쿠지로 교수의 지식의 창조과정에 포함되지 않는 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,세종대왕 리더십,60,커뮤니케이션의 정의로 올바르지 않는 것은?,76.8,64.3,72.0,73.8,67.8,72.0,74.4,64.5,73.3
2019,역사에서 배우는 공직자의 길,1,"다음은 정약용이 목민심서에서 밝힌 내용이다. 괄호에 알맞은 답을 적어 넣으시오. (--)은 목자의 기본 의무요, 만가지 선의 원천이며 모든 덕행의 근본이니 ( ) 하지 않고서는 목자가 될 수 없다. 목자로서 ( )하지 못하면 백성들은 그를 도둑으로 지목하고 더럽다고 꾸짖는 소리가 들끓을 것이다.",70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,2,다산은 정조를 도와 지렛대 원리를 이용해 무거운 돌을 들어 올리는 (---)를 발명하여 수원성 축성에 사용함으로써 국가 예산 4만냥을 절약하는 효과를 거두었다.,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,3,"다산 정약용은 국가통치제도를 바로 잡기 위해 경세유표를, 지방 수령들의 부정을 막기 위해 (----)을 저술하였다.",70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,4,정조 21년(1797) 무능한 전임부사와 아전들의 농간에 과중한 세금을 내야했던 백성들의 소요사태를 진압했다. 강경하게 진압하지 백성들은 급기야 폭도로 변함으로써 중앙정부의 부담을 주었다. 이 문제를 해결하기 위해 정조는 다산을 (--)부사로 부임케 하여 사태 수습을 맡겼다.,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,5,(--)는(은) 정통론에 어긋나는 처사라 하며 태종의 양녕대군 폐위를 반대하여 남원으로 유배되기도 하였다.,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,6,"다음은 염근리에 추천되자 이를 거부하며 올린 상소이다. 누구의 상소입니까? 황공하고 부끄러워 사람 볼 낯이 없습니다. 수고한 것도 없는데 가족들이 밥 굶지 않고 살고 있는 것이 은혜이며, 친구들이 주는 선물을 거절하지 않고 받았으니 청렴하다 할 수 없고, 사적 일로 남에게 청탁한 일이 있으며 홀로 근신하지 않은 적이 있는데 어찌 염근리의 반열에 올라 이름을 더럽히겠습니까?",70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,7,강원도관찰사로서 당시 기근이 들자 효과적인 구제사업을 폈던 황희에 대한 감사의 뜻으로 황희의 행차가 멈춘 곳에 대를 쌓아 만든 기념 장소는 (---)이다.,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,8,한라산 산신에게 제사를 지내는 제단으로서 한라산 정상 가까이 위치함으로써 제사 때가 되면 많은 관리와 군인들이 동원되어 며칠씩 야영을 함으로써 날씨가 나쁠 때는 동사하는 사람까지 있었다. 이를 시정하기 위해 이약동은 이 (---)을 산 중턱으로 옮기도록 하니 제사 준비로 백성들이 겪어야 하는 부담이 많이 줄었다. 오늘날까지도 제주도 곰슬공원 안에 이약동을 기리는 선정비가 세워져 있다. 한라산 산신에게 제사지내는 제단의 이름은 무엇인가 괄호 안에 답하시오.,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,9,"다음을 뜻하는 제도를 무엇이라고 합니까? 깨끗한 공직자, 즉 청렴 결백한 벼슬아치를 가리키는 말로 청렴하고 유능한 지방수령들을 선발하여 민심을 교화하고 공직사회의 부정부패를 막기 위한 제도로 이에 선발되면 승진이나 보직에 많은 특혜를 받고 특별 명부에 이름을 기록하여 추앙을 받았다.",70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,10,"(O X형) 정약용은 《목민심서》에서 목민관이 갖추어야 자세로서 칙궁(飭躬), 제가(齊家), 청심(淸心), 절용(節用), 병객(屛客), 낙시(樂施)를 들었다.",70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,11,(O X형) 영의정 이원익은 전쟁 중 군량미 문제 해결을 위해 전담 관서로 선혜청 설치를 건의하여 경기 지역에 한하여 대동법 시행을 가능케 하였다.,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,12,"(O X형) 고려가 멸망 한 뒤 두 임금을 섬길 수 없다고 생각하여 초야에 은둔하였으나 나라 이름은 바뀌었어도 백성들은 그 백성이라는 신념으로 출사하여 민생안정과 국초 경제육전과 원육전, 속육전 등을 수정 보완하여 법전을 통일시켜 유교적 법치국가로서의 기틀을 마련하는데 기여하고, 여진과 왜구에 대한 국방 대책 마련 등을 이뤄 국왕을 보필한 사람은 황희이다.",70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,13,"(O X형) 원칙적으로 염근리는 공직에 있을 때 즉 살아 생전에 받는 것이고, 청백리는 반드시 죽은 후에 선발되는 것이다.",70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,14,"(O X형) 이원익은 조선 왕실의 종실로 선조, 광해군, 인조 등 3대에 걸쳐 다섯차례나 영의정을 지낸 청백리였다.",70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,15,(O X형) 체제공은 남인의 영수로 개혁파로서 다산에게 스승과 같은 인물존재이다.,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,16,(O X형) 정약용은 조선 후기 곡산부사로 나아가 백성을 위해 많은 선정을 베푼 업적을 인정받아 청백리로 뽑히었다.,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,17,(O X형) 18년 동안 정승으로 있으면서 세종대의 태평성대를 이끈 사람은 황희이다.,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,18,다음 중 정약용이 목민관으로 나아가 그 지역 경제 안정을 위해 한 일이 아닌 것은?,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,19,다음은 500권이 넘는 정약용의 저서 가운데 행정개혁을 다룬 책이 아닌 것은?,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,20,"""이원익이 국왕에게 아래와 같은 말을 하여 홍천으로 유배된 상소문입니다. 무슨 사건에 대한 반발이었나요?""""비록 어미가 사랑하지 않더라도 자식은 효도하지 않을 수 없습니다. 모자지간이란 그 명분이 지극히 크고 그 인륜의 극치인데 밝은 하늘 아래 어머니를 폐하는 일은 있을 수 없는 일이 옵니다.""""""",70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,21,안주목사 이원익이 지역경제와 민심 수습을 위해 한 업적 중 사실과 다른 것은 ?,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,22,황희의 애민 정책과 관련이 없는 것은?,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,23,황희에 대한 역사적 평가가 아닌 것은?,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,24,제주목사로 부임한 후 이약동이 개혁한 일이 아닌 것은?,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,25,지역사회의 폐단에 대한 과감한 개혁과 귀감이 되는 공무자세로 제주사람들에게 추앙받은 이약동을 모신 사당이 아닌 곳은?,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,26,최명길은 대표적 척화파로 알려졌다.,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,27,다음 중 삼학사(三學士)에 들어가지 않는 사람은 누구인가?,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,28,다음의 ( ) 안에 들어갈 지명은 어디인가? 인조 30년 1월 30일에 (---)에서 임금이 세 번 절하고 아홉 번 땅에 이마를 조아리는 치욕의 ‘삼배구고두례’를 행함으로써 강화가 성립되었다.,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,29,다음 중 병자호란 때 최명길의 외교노선을 잘못 표현한 것은?,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,30,다음의 ( ) 안에 들어갈 말은 무엇인가? 병자호란이 일어나자 인조와 신하들은 (---)로 들어가려 했으나 여의치 않자 난한산성에 들어가 항전 태세를 갖췄다.,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,31,조선은 정묘호란의 결과 후금과 ‘형제의 맹’을 맺었다.,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,32,다음 중 병자호란 때 대표적 주화론자는 누구인가?,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
2019,역사에서 배우는 공직자의 길,33,광해군 외교의 기본 정책은 무엇인가?,70.1,61.7,79.7,69.3,65.9,68.2,75.4,72.9,72.2
