연도,부령조항과,부령조항,질병명,계,4급,5급,6급
2021,정신건강의학과,1043102-다,성격장애,3,,3,
2021,정신건강의학과,1043102의2-다,"파괴적, 충동조절 및 품행장애",18,18,,
2021,정신건강의학과,1043102의2-라,"파괴적, 충동조절 및 품행장애",5,,5,
2021,정신건강의학과,1043102의3-나,성별불일치,10,,10,
2021,정신건강의학과,1043103-가-2),경계선 지능 및 지적 장애(지적발달장애),515,515,,
2021,정신건강의학과,1043103-가-3),경계선 지능 및 지적 장애(지적발달장애),88,,88,
2021,정신건강의학과,1043103-나-2),경계선 지능 및 지적 장애(지적발달장애),272,,272,
2021,정신건강의학과,1043104-가-2),자폐스펙트럼 장애,17,,17,
2021,정신건강의학과,1043104-가-3),자폐스펙트럼 장애,1,,,1.0
2021,정신건강의학과,1043104-나-2),자폐스펙트럼 장애,37,37,,
2021,정신건강의학과,1043104-나-3),자폐스펙트럼 장애,17,,17,
2021,정신건강의학과,1043104의2-다,신경발달장애,228,228,,
2021,정신건강의학과,1043104의2-라,신경발달장애,25,,25,
2021,정신건강의학과,1061093-나,신경인지장애,3,,3,
2021,정신건강의학과,1061094-다,물질관련 및 중독 장애,1,1,,
2021,정신건강의학과,1061095-나,조현병ㆍ조현정동장애,60,,60,
2021,정신건강의학과,1061095-다,조현병ㆍ조현정동장애,4,,,4.0
2021,정신건강의학과,1061096-나,그 밖의 정신병적 장애,6,6,,
2021,정신건강의학과,1061096-다,그 밖의 정신병적 장애,24,,24,
2021,정신건강의학과,1061097-가-2),양극성 및 관련 장애,34,,34,
2021,정신건강의학과,1061097-가-3),양극성 및 관련 장애,2,,,2.0
2021,정신건강의학과,1061097-나-2),양극성 및 관련 장애,9,9,,
2021,정신건강의학과,1061097-나-3),양극성 및 관련 장애,3,,3,
2021,정신건강의학과,1061097-다-3),양극성 및 관련 장애,34,34,,
2021,정신건강의학과,1061097-다-4),양극성 및 관련 장애,15,,15,
2021,정신건강의학과,1061098-다,우울장애,295,295,,
2021,정신건강의학과,1061098-라,우울장애,26,,26,
2021,정신건강의학과,1061099-다,불안장애ㆍ강박 및 관련 장애ㆍ외상 및 스트레스 관련 장애ㆍ해리장애ㆍ신체증상 및 관련 장애,206,206,,
2021,정신건강의학과,1061099-라,불안장애ㆍ강박 및 관련 장애ㆍ외상 및 스트레스 관련 장애ㆍ해리장애ㆍ신체증상 및 관련 장애,10,,10,
2021,정신건강의학과,1061101-다,기면증,18,18,,
2021,정신건강의학과,1061102-다,성격장애,1,,1,
2021,정신건강의학과,1061102의2-다,"파괴적, 충동조절 및 품행장애",9,9,,
2021,정신건강의학과,1061102의2-라,"파괴적, 충동조절 및 품행장애",4,,4,
2021,정신건강의학과,1061102의3-나,성별불일치,16,,16,
2021,정신건강의학과,1061103-가-2),경계선 지능 및 지적 장애(지적발달장애),178,178,,
2021,정신건강의학과,1061103-가-3),경계선 지능 및 지적 장애(지적발달장애),81,,81,
2021,정신건강의학과,1061103-나-2),경계선 지능 및 지적 장애(지적발달장애),133,,133,
2021,정신건강의학과,1061103-나-3),경계선 지능 및 지적 장애(지적발달장애),5,,,5.0
2021,정신건강의학과,1061104-가-2),자폐스펙트럼 장애,28,,28,
2021,정신건강의학과,1061104-가-3),자폐스펙트럼 장애,1,,,1.0
2021,정신건강의학과,1061104-나-2),자폐스펙트럼 장애,45,45,,
2021,정신건강의학과,1061104-나-3),자폐스펙트럼 장애,32,,32,
2021,정신건강의학과,1061104의2-다,신경발달장애,181,181,,
2021,정신건강의학과,1061104의2-라,신경발달장애,16,,16,
2021,정신건강의학과,968 093-나,기질성 정신장애,2,2,,
2021,정신건강의학과,968 093-다,기질성 정신장애,2,,2,
2021,정신건강의학과,968 094-다,물질관련 장애,3,3,,
2021,정신건강의학과,968 095-나,"조현병,분열정동형장애,망상장애",38,,38,
2021,정신건강의학과,968 095-다,"조현병,분열정동형장애,망상장애",2,,,2.0
2021,정신건강의학과,968 096-나,그 밖의 정신병적 장애,4,4,,
2021,정신건강의학과,968 096-다,그 밖의 정신병적 장애,28,,28,
2021,정신건강의학과,968 097-가-2),양극성 장애,14,,14,
2021,정신건강의학과,968 097-나-2),양극성 장애,20,20,,
2021,정신건강의학과,968 097-나-3),양극성 장애,7,,7,
2021,정신건강의학과,968 097-다-3),양극성 장애,64,64,,
2021,정신건강의학과,968 097-다-4),양극성 장애,6,,6,
2021,정신건강의학과,968 098-다,주요 우울장애 및 그 밖의 기분장애,"1,157","1,157",,
2021,정신건강의학과,968 098-라,주요 우울장애 및 그 밖의 기분장애,52,,52,
2021,정신건강의학과,968 099-다,신경증적 장애,469,469,,
2021,정신건강의학과,968 099-라,신경증적 장애,21,,21,
2021,정신건강의학과,968 100-다,생리적 장애 및 신체적 요인과 연관된 행태 증후군,3,3,,
2021,정신건강의학과,968 101-다,기면병,10,10,,
2021,정신건강의학과,968 101-라,기면병,5,,5,
2021,정신건강의학과,968 102-다,인격장애,27,27,,
2021,정신건강의학과,968 102-라,인격장애,8,,8,
2021,정신건강의학과,968 102의2-다,행태장애(충동조절 및 품행장애),69,69,,
2021,정신건강의학과,968 102의2-라,행태장애(충동조절 및 품행장애),10,,10,
2021,정신건강의학과,968 102의3-나,성주체성장애 및 성선호장애,8,8,,
2021,정신건강의학과,968 102의3-다,성주체성장애 및 성선호장애,32,,32,
2021,정신건강의학과,968 103-나,경계선지능 및 지적장애,297,297,,
2021,정신건강의학과,968 103-다,경계선지능 및 지적장애,325,,325,
2021,정신건강의학과,968 103-라,경계선지능 및 지적장애,2,,,2.0
2021,정신건강의학과,968 104-나,심리적 발달장애(전반적 발달장애),48,48,,
2021,정신건강의학과,968 104-다,심리적 발달장애(전반적 발달장애),21,,21,
2021,정신건강의학과,968 104-라,심리적 발달장애(전반적 발달장애),1,,,1.0
2021,정신건강의학과,968 104의2-다,소아청소년기 장애,170,170,,
2021,정신건강의학과,968 104의2-라,소아청소년기 장애,14,,14,
2021,피부과,1043108-나,유전성 또는 대사성 피부질환,14,14,,
2021,피부과,1043108-다,유전성 또는 대사성 피부질환,7,,7,
2021,피부과,1043111-나,아토피성 피부질환이나 그 밖에 이에 준하는 재발성 피부염,100,100,,
2021,피부과,1043111-다,아토피성 피부질환이나 그 밖에 이에 준하는 재발성 피부염,12,,12,
2021,피부과,1043114-나,건선 및 이에 준하는 피부질환,8,8,,
2021,피부과,1043114-다,건선 및 이에 준하는 피부질환,1,,1,
2021,피부과,1043116-나,두드러기 또는 혈관 부종,17,17,,
2021,피부과,1043117-나,다형홍반,1,1,,
2021,피부과,1043119-나,청피반양 혈관염 및 이에 준하는 피부질환,3,3,,
2021,피부과,1043119-다,청피반양 혈관염 및 이에 준하는 피부질환,1,,1,
2021,피부과,1043121-나,베체트씨병,2,2,,
2021,피부과,1043122-가,천포창 및 이에 준한 수포성 질환,1,1,,
2021,피부과,1043122-나,천포창 및 이에 준한 수포성 질환,2,,2,
2021,피부과,1043129-다,켈로이드성 반흔,1,1,,
2021,피부과,1043130-나,"백반증, 백색증 및 이에 준하는 색소이상질환",2,2,,
2021,피부과,1043130-다,"백반증, 백색증 및 이에 준하는 색소이상질환",1,,1,
2021,피부과,1043131-나,탈모증,4,4,,
2021,피부과,1043131-다,탈모증,16,,16,
2021,피부과,1043133-가,피부 악성종양,1,1,,
2021,피부과,1043133-나,피부 악성종양,4,,4,
2021,피부과,1043133-다,피부 악성종양,1,,,1.0
2021,피부과,1043135-가,균상식육종,2,,2,
2021,피부과,1043136-나,수장족저 각화증,7,7,,
2021,피부과,1043139-나,손바닥 다한증,29,29,,
2021,피부과,1043139-다,손바닥 다한증,1,,1,
2021,피부과,1061108-나,유전성 또는 대사성 피부질환,6,6,,
2021,피부과,1061108-다,유전성 또는 대사성 피부질환,5,,5,
2021,피부과,1061109-나,광과민성 피부염,2,2,,
2021,피부과,1061111-나,아토피성 피부질환이나 그 밖에 이에 준하는 재발성 피부염,68,68,,
2021,피부과,1061111-다,아토피성 피부질환이나 그 밖에 이에 준하는 재발성 피부염,3,,3,
2021,피부과,1061114-나,건선 및 이에 준하는 피부질환,2,2,,
2021,피부과,1061114-다,건선 및 이에 준하는 피부질환,2,,2,
2021,피부과,1061116-나,두드러기 또는 혈관 부종,5,5,,
2021,피부과,1061117-나,다형홍반,1,1,,
2021,피부과,1061119-다,청피반양 혈관염 및 이에 준하는 피부질환,1,,1,
2021,피부과,1061120-가-1)-나),교원성 질환,1,1,,
2021,피부과,1061121-나,베체트씨병,2,2,,
2021,피부과,1061121-다,베체트씨병,1,,1,
2021,피부과,1061122-나,천포창 및 이에 준한 수포성 질환,2,,2,
2021,피부과,1061128-다,"주사(Rosacea), 여드름 및 화농성 한선염",1,1,,
2021,피부과,1061130-나,"백반증, 백색증 및 이에 준하는 색소이상질환",2,2,,
2021,피부과,1061130-다,"백반증, 백색증 및 이에 준하는 색소이상질환",2,,2,
2021,피부과,1061131-나,탈모증,3,3,,
2021,피부과,1061131-다,탈모증,13,,13,
2021,피부과,1061136-나,수장족저 각화증,4,4,,
2021,피부과,1061139-나,손바닥 다한증,20,20,,
2021,피부과,968 108-나,유전성 또는 대사성 피부질환,3,3,,
2021,피부과,968 108-다,유전성 또는 대사성 피부질환,1,,1,
2021,피부과,968 109-나,광과민성 피부염,2,2,,
2021,피부과,968 111-나,아토피성 피부질환이나 그 밖에 이에 준하는 재발성 피부염,47,47,,
2021,피부과,968 111-다,아토피성 피부질환이나 그 밖에 이에 준하는 재발성 피부염,2,,2,
2021,피부과,968 114-나,건선 및 이에 준하는 피부질환,6,6,,
2021,피부과,968 114-다,건선 및 이에 준하는 피부질환,1,,1,
2021,피부과,968 116-나,두드러기 또는 맥관 부종,12,12,,
2021,피부과,968 119-다,청피반양 혈관염 및 이에 준하는 피부질환,1,,1,
2021,피부과,968 121-다,베체트씨병,1,,1,
2021,피부과,968 122-나,천포창 및 이에 준한 수포성 질환,3,,3,
2021,피부과,968 130-다,"백반증, 백색증 및 이에 준하는 색소이상질환",1,,1,
2021,피부과,968 131-다,탈모증,6,,6,
2021,피부과,968 133-나,피부 악성종양,1,,1,
2021,피부과,968 139-나,손바닥 다한증,4,4,,
2021,피부과,968 140-다,문신 또는 반흔 등,8,8,,
2021,일반외과,1043143-가-3),종양,1,,1,
2021,일반외과,1043143-나-2),종양,9,,,9.0
2021,일반외과,1043143-다-2)-나),종양,1,,,1.0
2021,일반외과,1043145-나,갑상샘절제술을 한 경우,7,7,,
2021,일반외과,1043145-다,갑상샘절제술을 한 경우,8,,8,
2021,일반외과,1043146-가,비장적출술 또는 성형술을 한 경우,2,2,,
2021,일반외과,1043146-나,비장적출술 또는 성형술을 한 경우,14,,14,
2021,일반외과,1043147-다,위절제술 또는 그 밖의 위수술을 한 경우,1,,1,
2021,일반외과,1043148-가-2),장절제술 또는 단순봉합술,2,2,,
2021,일반외과,1043148-나-1)-나),장절제술 또는 단순봉합술,13,13,,
2021,일반외과,1043148-나-2),장절제술 또는 단순봉합술,2,,,2.0
2021,일반외과,1043148-다-1)-가),장절제술 또는 단순봉합술,30,30,,
2021,일반외과,1043148-다-1)-나),장절제술 또는 단순봉합술,15,,15,
2021,일반외과,1043148-다-1)-다),장절제술 또는 단순봉합술,3,,,3.0
2021,일반외과,1043149-마,항문 및 직장질환,4,4,,
2021,일반외과,1043149-바-2),항문 및 직장질환,1,1,,
2021,일반외과,1043149-바-3),항문 및 직장질환,2,,2,
2021,일반외과,1043149-사-2),항문 및 직장질환,6,,6,
2021,일반외과,1043149-아,항문 및 직장질환,1,1,,
2021,일반외과,1043149-타-2),항문 및 직장질환,1,,1,
2021,일반외과,1043152-가,복부수술 후 발생한 유착성 장폐색,3,3,,
2021,일반외과,1043152-나,복부수술 후 발생한 유착성 장폐색,4,4,,
2021,일반외과,1043152-다,복부수술 후 발생한 유착성 장폐색,1,,1,
2021,일반외과,1043156-나,간수술을 한 경우,1,1,,
2021,일반외과,1043156-다,간수술을 한 경우,3,,3,
2021,일반외과,1043156-라-1),간수술을 한 경우,13,,13,
2021,일반외과,1043159-다,담낭 및 담도수술을 한 경우,1,,1,
2021,일반외과,1043159-마,담낭 및 담도수술을 한 경우,8,,8,
2021,일반외과,1043160-가-1),췌장수술을 한 경우,1,1,,
2021,일반외과,1043160-나,췌장수술을 한 경우,2,,2,
2021,일반외과,1043160-바,췌장수술을 한 경우,1,,,1.0
2021,일반외과,1043163-나,화상,1,1,,
2021,일반외과,1043163-다,화상,1,,1,
2021,일반외과,1043163-라,화상,1,,1,
2021,일반외과,1043165-라-2),동맥질환,1,1,,
2021,일반외과,1043167-나-3),외상성 동맥 손상,1,1,,
2021,일반외과,1043167-다,외상성 동맥 손상,5,5,,
2021,일반외과,1043168-나,심부정맥질환 등,2,2,,
2021,일반외과,1043168-다,심부정맥질환 등,1,,1,
2021,일반외과,1043169-나,정맥류로 진단된 경우,1,1,,
2021,일반외과,1043171-나,임파관계 질환,3,,3,
2021,일반외과,1043172-라-1),혈관기형,15,15,,
2021,일반외과,1043172-라-2),혈관기형,8,,8,
2021,일반외과,1061143-나-1),종양,1,1,,
2021,일반외과,1061143-나-2),종양,14,,,14.0
2021,일반외과,1061145-나,갑상샘절제술을 한 경우,1,1,,
2021,일반외과,1061145-다,갑상샘절제술을 한 경우,10,,10,
2021,일반외과,1061146-나,비장적출술 또는 성형술을 한 경우,13,,13,
2021,일반외과,1061147-나,위절제술 또는 그 밖의 위수술을 한 경우,1,1,,
2021,일반외과,1061148-가-2),장절제술 또는 단순봉합술,2,2,,
2021,일반외과,1061148-나-1)-나),장절제술 또는 단순봉합술,9,9,,
2021,일반외과,1061148-나-2),장절제술 또는 단순봉합술,2,,,2.0
2021,일반외과,1061148-다-1)-가),장절제술 또는 단순봉합술,13,13,,
2021,일반외과,1061148-다-1)-나),장절제술 또는 단순봉합술,6,,6,
2021,일반외과,1061148-다-1)-다),장절제술 또는 단순봉합술,3,,,3.0
2021,일반외과,1061149-마,항문 및 직장질환,8,8,,
2021,일반외과,1061149-사-2),항문 및 직장질환,5,,5,
2021,일반외과,1061152-가,복부수술 후 발생한 유착성 장폐색,1,1,,
2021,일반외과,1061152-나,복부수술 후 발생한 유착성 장폐색,2,2,,
2021,일반외과,1061152-다,복부수술 후 발생한 유착성 장폐색,1,,1,
2021,일반외과,1061155-다,"복벽,대퇴부 그 밖의 탈장",1,,1,
2021,일반외과,1061156-다,간수술을 한 경우,1,,1,
2021,일반외과,1061156-라-1),간수술을 한 경우,14,,14,
2021,일반외과,1061159-나,담낭 및 담도수술을 한 경우,1,1,,
2021,일반외과,1061159-다,담낭 및 담도수술을 한 경우,4,,4,
2021,일반외과,1061159-마,담낭 및 담도수술을 한 경우,8,,8,
2021,일반외과,1061160-나,췌장수술을 한 경우,1,,1,
2021,일반외과,1061160-다,췌장수술을 한 경우,1,,1,
2021,일반외과,1061165-가-3),동맥질환,1,,,1.0
2021,일반외과,1061165-나-4),동맥질환,1,,1,
2021,일반외과,1061165-라-2),동맥질환,2,2,,
2021,일반외과,1061166-나-1),동맥류,1,,1,
2021,일반외과,1061168-나,심부정맥질환 등,1,1,,
2021,일반외과,1061168-다,심부정맥질환 등,1,,1,
2021,일반외과,1061169-나,정맥류로 진단된 경우,4,4,,
2021,일반외과,1061171-나,임파관계 질환,1,,1,
2021,일반외과,1061172-라-1),혈관기형,2,2,,
2021,일반외과,1061172-라-2),혈관기형,13,,13,
2021,일반외과,968 143-나-2),종양,1,,,1.0
2021,일반외과,968 145-나,갑상선절제술을 한 경우,1,1,,
2021,일반외과,968 145-다,갑상선절제술을 한 경우,1,,1,
2021,일반외과,968 146-나,비장적출술 또는 성형술을 한 경우,1,,1,
2021,일반외과,968 148-나-1)-나),장절제술 또는 단순봉합술,2,2,,
2021,일반외과,968 148-다-1)-가),장절제술 또는 단순봉합술,1,1,,
2021,일반외과,968 148-다-1)-나),장절제술 또는 단순봉합술,1,,1,
2021,일반외과,968 149-사-2),항문 및 직장질환,1,,1,
2021,일반외과,968 156-나,간수술을 한 경우,1,1,,
2021,일반외과,968 156-다,간수술을 한 경우,1,,1,
2021,일반외과,968 156-라-1),간수술을 한 경우,1,,1,
2021,일반외과,968 159-가,담낭 및 담도수술을 한 경우,3,3,,
2021,일반외과,968 159-마,담낭 및 담도수술을 한 경우,1,,1,
2021,일반외과,968 160-나,췌장수술을 한 경우,1,,1,
2021,일반외과,968 163-나,화상,1,1,,
2021,일반외과,968 165-라-2),동맥질환,3,3,,
2021,일반외과,968 171-나,임파관계 질환,1,,1,
2021,일반외과,968 172-라-1),혈관기형,1,1,,
2021,정형외과,1043174-다,골절,1,1,,
2021,정형외과,1043175-가-1),골절후유증,6,6,,
2021,정형외과,1043175-가-2),골절후유증,2,,2,
2021,정형외과,1043175-다-2),골절후유증,1,1,,
2021,정형외과,1043175-라,골절후유증,7,7,,
2021,정형외과,1043175-마-1)-가),골절후유증,3,3,,
2021,정형외과,1043175-마-1)-나),골절후유증,1,,1,
2021,정형외과,1043175-마-2)-나),골절후유증,1,1,,
2021,정형외과,1043176-나-2),건손상,1,1,,
2021,정형외과,1043178-가-3),불안정성 대관절,523,,523,
2021,정형외과,1043178-나-2),불안정성 대관절,5,,5,
2021,정형외과,1043178-다-3),불안정성 대관절,2,2,,
2021,정형외과,1043178-라-3),불안정성 대관절,1,1,,
2021,정형외과,1043179-나-2)-가),골수염,1,1,,
2021,정형외과,1043182-가,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",30,30,,
2021,정형외과,1043182-나,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",13,,13,
2021,정형외과,1043182-다,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",3,,,3.0
2021,정형외과,1043183-나,정형외과적 선천성 기형,109,109,,
2021,정형외과,1043183-다-1),정형외과적 선천성 기형,35,,35,
2021,정형외과,1043183-다-2),정형외과적 선천성 기형,6,,,6.0
2021,정형외과,1043184-나-2),수부 또는 족부의 무혈성 괴사,1,,1,
2021,정형외과,1043185-나,근육손실(결손)및 위축,5,5,,
2021,정형외과,1043186-가-2)-나),종양,28,28,,
2021,정형외과,1043186-가-2)-다),종양,5,,5,
2021,정형외과,1043186-가-2)-라),종양,2,,2,
2021,정형외과,1043186-나,종양,14,,,14.0
2021,정형외과,1043186의2-다,혈관종,1,1,,
2021,정형외과,1043189-가-4),어깨관절의 불안정성,131,131,,
2021,정형외과,1043189-가-5),어깨관절의 불안정성,8,,8,
2021,정형외과,1043189-나-3),어깨관절의 불안정성,4,4,,
2021,정형외과,1043189-라-3),어깨관절의 불안정성,1,,1,
2021,정형외과,1043190-나,손가락과다증,8,8,,
2021,정형외과,1043191-나,유착된 손가락,1,,1,
2021,정형외과,1043192-가-1),손가락강직,5,5,,
2021,정형외과,1043192-나,손가락강직,4,4,,
2021,정형외과,1043193-가,손가락강직,20,,20,
2021,정형외과,1043193-나,손가락강직,18,18,,
2021,정형외과,1043193-다,손가락강직,2,,2,
2021,정형외과,1043194-가-1),손가락강직,3,,3,
2021,정형외과,1043194-가-2),손가락강직,4,4,,
2021,정형외과,1043195-가-2),운동제한,2,2,,
2021,정형외과,1043195-가-3),운동제한,1,,1,
2021,정형외과,1043195-나-1),운동제한,3,3,,
2021,정형외과,1043195-나-2),운동제한,1,,1,
2021,정형외과,1043195-나-3),운동제한,5,5,,
2021,정형외과,1043195-나-4),운동제한,1,,1,
2021,정형외과,1043195-나-5)-나),운동제한,9,,9,
2021,정형외과,1043195-나-5)-다),운동제한,9,,9,
2021,정형외과,1043195-다-1),운동제한,3,3,,
2021,정형외과,1043195-다-2),운동제한,1,,1,
2021,정형외과,1043196-가-1)-가),손가락 결손,1,1,,
2021,정형외과,1043196-가-1)-나),손가락 결손,4,4,,
2021,정형외과,1043196-가-2)-가),손가락 결손,5,5,,
2021,정형외과,1043196-나,손가락 결손,3,3,,
2021,정형외과,1043196-다,손가락 결손,4,,4,
2021,정형외과,1043197-가-1)-가),손가락 결손,1,,1,
2021,정형외과,1043197-가-1)-나)-1),손가락 결손,1,1,,
2021,정형외과,1043197-가-2)-가),손가락 결손,1,,1,
2021,정형외과,1043197-가-2)-나)-1),손가락 결손,2,2,,
2021,정형외과,1043197-가-2)-나)-2),손가락 결손,2,,2,
2021,정형외과,1043197-가-3)-가),손가락 결손,2,2,,
2021,정형외과,1043197-가-3)-나),손가락 결손,1,1,,
2021,정형외과,1043198-가-1),손가락 결손,3,,3,
2021,정형외과,1043198-나-1),손가락 결손,2,,2,
2021,정형외과,1043198-나-2),손가락 결손,1,,,1.0
2021,정형외과,1043198-다,손가락 결손,2,,,2.0
2021,정형외과,1043199,수장관절 원위부 결손,1,,,1.0
2021,정형외과,1043203-가-2),편평족ㆍ요족ㆍ무지외반증 등,"1,111","1,111",,
2021,정형외과,1043203-가-3),편평족ㆍ요족ㆍ무지외반증 등,12,12,,
2021,정형외과,1043203-나-2),편평족ㆍ요족ㆍ무지외반증 등,3,3,,
2021,정형외과,1043203-나-3),편평족ㆍ요족ㆍ무지외반증 등,1,,1,
2021,정형외과,1043203-다-2),편평족ㆍ요족ㆍ무지외반증 등,15,15,,
2021,정형외과,1043203-라,편평족ㆍ요족ㆍ무지외반증 등,14,,14,
2021,정형외과,1043204,전체발가락이 추상지(한쪽)로서 군화착용에 지장이 있는 경우,4,4,,
2021,정형외과,1043205-나,발가락 과다증,3,3,,
2021,정형외과,1043207-가-1)-가),발가락 강직,3,,3,
2021,정형외과,1043207-나-1)-가),발가락 강직,3,3,,
2021,정형외과,1043207-나-2),발가락 강직,3,3,,
2021,정형외과,1043208-가-1)-나),하지의 운동제한,2,,2,
2021,정형외과,1043208-가-2)-나),하지의 운동제한,1,,1,
2021,정형외과,1043208-나-1)-가),하지의 운동제한,32,32,,
2021,정형외과,1043208-나-1)-나),하지의 운동제한,10,,10,
2021,정형외과,1043208-나-2)-가),하지의 운동제한,4,4,,
2021,정형외과,1043208-나-2)-나),하지의 운동제한,2,,2,
2021,정형외과,1043208-라-1),하지의 운동제한,1,1,,
2021,정형외과,1043209-가-2)-가),하지의 결손,5,,5,
2021,정형외과,1043209-가-2)-나),하지의 결손,1,1,,
2021,정형외과,1043209-가-5)-가)-2),하지의 결손,1,1,,
2021,정형외과,1043209-가-6)-가),하지의 결손,1,,1,
2021,정형외과,1043209-가-6)-나),하지의 결손,3,,,3.0
2021,정형외과,1043210-가-2),무릎관절 부정정렬(내반슬ㆍ외반슬),41,41,,
2021,정형외과,1043210-나-2),무릎관절 부정정렬(내반슬ㆍ외반슬),4,4,,
2021,정형외과,1043211-나-2),무릎관절 반월상 연골판 질환,44,44,,
2021,정형외과,1043211-나-4),무릎관절 반월상 연골판 질환,17,,17,
2021,정형외과,1043212-가,박리성 골연골염,108,108,,
2021,정형외과,1043212-나,박리성 골연골염,6,,6,
2021,정형외과,1043213-나-2),슬개골 연골연화증,19,19,,
2021,정형외과,1043215-가,고관절 무혈성 괴사,4,,4,
2021,정형외과,1043215-나,고관절 무혈성 괴사,1,,,1.0
2021,정형외과,1043216-가,레그 깔베 피데스씨병 및 비구 이형성증,15,15,,
2021,정형외과,1043216-나,레그 깔베 피데스씨병 및 비구 이형성증,38,,38,
2021,정형외과,1043216-다,레그 깔베 피데스씨병 및 비구 이형성증,27,,27,
2021,정형외과,1043216의2-나,"대퇴 비구 충돌 증후군(Cam Type, Pincer Type) 및 비구 관절와순 파열",2,2,,
2021,정형외과,1043216의3-나,대퇴골 염전각의 이상,7,7,,
2021,정형외과,1043217-나,하지의 단축,20,20,,
2021,정형외과,1043217-다,하지의 단축,4,,4,
2021,정형외과,1043217-라,하지의 단축,1,,,1.0
2021,정형외과,1043218-가-2),골반 및 대퇴골두 골절,4,4,,
2021,정형외과,1043218-가-3),골반 및 대퇴골두 골절,1,,,1.0
2021,정형외과,1043219-나,척추골 골절,11,11,,
2021,정형외과,1043219-다,척추골 골절,2,,2,
2021,정형외과,1043220-나,척추측만증,425,425,,
2021,정형외과,1043220-다,척추측만증,78,,78,
2021,정형외과,1043221-나,척추전굴증 또는 척추후굴증,4,4,,
2021,정형외과,1043222-나,척추의 고도 운동제한·강직,36,,36,
2021,정형외과,1043223-나,척추분리증,22,22,,
2021,정형외과,1043224-다,척추골 전 또는 후 전위증,1,1,,
2021,정형외과,1043227-가-2)-나)-1),상박신경총 및 요천추신경총 마비,1,1,,
2021,정형외과,1043227-가-2)-나)-2),상박신경총 및 요천추신경총 마비,5,,5,
2021,정형외과,1043227-가-2)-나)-3),상박신경총 및 요천추신경총 마비,4,,,4.0
2021,정형외과,1043228-가-2)-나)-2),말초신경장애,4,4,,
2021,정형외과,1043228-가-2)-나)-3),말초신경장애,10,,10,
2021,정형외과,1061174-다,골절,1,1,,
2021,정형외과,1061175-가-1),골절후유증,8,8,,
2021,정형외과,1061175-나-3),골절후유증,1,1,,
2021,정형외과,1061175-다-2),골절후유증,8,8,,
2021,정형외과,1061175-라,골절후유증,3,3,,
2021,정형외과,1061175-마-1)-가),골절후유증,5,5,,
2021,정형외과,1061175-마-1)-나),골절후유증,3,,3,
2021,정형외과,1061175-마-2)-나),골절후유증,1,1,,
2021,정형외과,1061178-가-3),불안정성 대관절,315,,315,
2021,정형외과,1061178-나-2),불안정성 대관절,4,,4,
2021,정형외과,1061178-다-3),불안정성 대관절,4,4,,
2021,정형외과,1061179-가-2),골수염,1,1,,
2021,정형외과,1061179-가-4),골수염,1,,1,
2021,정형외과,1061179-나-2)-가),골수염,1,1,,
2021,정형외과,1061180,척추 또는 상·하지 대관절에 발생한 결핵이 확진된 경우,1,,1,
2021,정형외과,1061182-가,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",29,29,,
2021,정형외과,1061182-나,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",9,,9,
2021,정형외과,1061182-다,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",9,,,9.0
2021,정형외과,1061183-나,정형외과적 선천성 기형,71,71,,
2021,정형외과,1061183-다-1),정형외과적 선천성 기형,32,,32,
2021,정형외과,1061183-다-2),정형외과적 선천성 기형,5,,,5.0
2021,정형외과,1061184-가,수부 또는 족부의 무혈성 괴사,2,2,,
2021,정형외과,1061184-나-1),수부 또는 족부의 무혈성 괴사,1,1,,
2021,정형외과,1061184-나-2),수부 또는 족부의 무혈성 괴사,2,,2,
2021,정형외과,1061185-나,근육손실(결손)및 위축,3,3,,
2021,정형외과,1061186-가-2)-나),종양,26,26,,
2021,정형외과,1061186-나,종양,12,,,12.0
2021,정형외과,1061186의2-다,혈관종,1,1,,
2021,정형외과,1061187-나,대관절 강직,1,,,1.0
2021,정형외과,1061189-가-4),어깨관절의 불안정성,117,117,,
2021,정형외과,1061189-가-5),어깨관절의 불안정성,4,,4,
2021,정형외과,1061189-나-3),어깨관절의 불안정성,1,1,,
2021,정형외과,1061190-나,손가락과다증,1,1,,
2021,정형외과,1061192-가-1),손가락강직,4,4,,
2021,정형외과,1061192-나,손가락강직,2,2,,
2021,정형외과,1061193-가,손가락강직,9,,9,
2021,정형외과,1061193-나,손가락강직,11,11,,
2021,정형외과,1061194-가-1),손가락강직,3,,3,
2021,정형외과,1061194-가-2),손가락강직,4,4,,
2021,정형외과,1061195-가-2),운동제한,1,1,,
2021,정형외과,1061195-가-3),운동제한,1,,1,
2021,정형외과,1061195-나-1),운동제한,2,2,,
2021,정형외과,1061195-나-3),운동제한,4,4,,
2021,정형외과,1061195-나-4),운동제한,2,,2,
2021,정형외과,1061195-나-5)-나),운동제한,3,,3,
2021,정형외과,1061195-나-5)-다),운동제한,12,,12,
2021,정형외과,1061196-가-1)-가),손가락 결손,2,2,,
2021,정형외과,1061196-가-1)-나),손가락 결손,4,4,,
2021,정형외과,1061196-가-2)-가),손가락 결손,5,5,,
