계약번호,계약명,업무구분명,계약체결형태명,계약체결방법명,계약체결일자,계약기간,계약기관구분명,계약기관명,계약기관담당부서명,계약기관담당자명,수요기관구분명,수요기관명,대표업체명
KD92CD08P17,S/P FOR SUBMARINE,외자,총액제,일반경쟁,2019-06-27,2019-06-27~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,sgb
KD93AE59O01,E-737 공중급유임무 기술용역,외자,내역입찰(최저가),수의계약,2019-06-27,2019-06-27~2019-09-20,국가기관,방위사업청,항공기총괄계약팀,김대갑,국가기관,방위사업청,THE BOEING COMPANY
KD91JO08O03,EQUIPMENT FUEL,외자,총액제,일반경쟁,2019-06-28,2019-06-28~2019-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),윤효주,국가기관,방위사업청,JW International
KD92JO08O01,EQUIPMENT FUEL,외자,총액제,일반경쟁,2019-06-28,2019-06-28~2019-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,JW International
KD93AA59O03,HUAV 일반(관급)지원장비(Heat Gun),외자,단가제(최저가),2단계경쟁(동시),2019-06-28,2019-06-28~2019-09-24,국가기관,방위사업청,국제장비계약팀(구:19.09.16),정명박,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD93AA59O04,HUAV 일반(관급)지원장비2종(MP/MS),외자,단가제(최저가),2단계경쟁(동시),2019-06-28,2019-06-28~2019-07-31,국가기관,방위사업청,국제장비계약팀(구:19.09.16),정명박,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD93JO08O01,EQUIPMENT FUEL,외자,총액제,일반경쟁,2019-06-28,2019-06-28~2019-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박경구,국가기관,방위사업청,JW International
KD94SE09O01,향백체계 기술용역,외자,내역입찰(최저가),수의계약,2019-06-28,2019-06-28~2019-08-12,국가기관,방위사업청,국제장비계약팀(구:19.09.16),이정수,국가기관,방위사업청,"General Dynamics Mission Systems, Inc"
KD92AM08A02,P-3C/CK Electronics & Communication BOA,외자,내역입찰(최저가),수의계약,2019-07-03,2019-07-03~2020-12-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),남원석,국가기관,방위사업청,"L-3 Communications Integrated Systems, LP."
KD93AB04O03,19~'21 HH-32 부품정비(B),외자,내역입찰(최저가),수의계약,2019-07-03,2019-07-03~2021-12-31,국가기관,방위사업청,대정부계약팀(구:19.09.16),정하윤,국가기관,방위사업청,RHA PTE LTD
KD91AD08O20,S/P FOR UH-60,외자,총액제,일반경쟁,2019-07-04,2019-07-04~,국가기관,방위사업청,국제부품계약팀(구:19.09.16),인민식,국가기관,방위사업청,ASSOCIATED AIRCRAFT MFG & SALES INC
KD91AD08O21,S/P FOR BO-105,외자,총액제,일반경쟁,2019-07-04,2019-07-04~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,ASSOCIATED AIRCRAFT MFG & SALES INC
KD91AM08J01,육군 500MD 기체 수리부속 한도액계약,외자,내역입찰(최저가),수의계약,2019-07-04,2019-07-04~2020-12-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김동환,국가기관,방위사업청,AEW COMPANY
KD91ED08O12,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2019-07-04,2019-07-04~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,Nano-Tech Aviation Limited
KD91GD08O13,S/P FOR TRACKED VEHICLE (ITS),외자,총액제,일반경쟁,2019-07-04,2019-07-04~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,ITS Enterprise Corp.
KD91GD08O14,S/P FOR TRACKED VEHICLE (ITS),외자,총액제,일반경쟁,2019-07-04,2019-07-04~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,ITS Enterprise Corp.
KD91AD08O11,S/P FOR UH-60,외자,총액제,일반경쟁,2019-07-05,2019-07-05~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,ITS Enterprise Corp.
KD91AD08O12,S/P FOR ARMY HELICOPTER,외자,총액제,일반경쟁,2019-07-05,2019-07-05~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,ITS Enterprise Corp.
KD91AD08P27,S/P FOR CH-47D,외자,총액제,일반경쟁,2019-07-05,2019-07-05~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,ITS Enterprise Corp.
KD91ED08O09,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2019-07-05,2019-07-05~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,"KONECT WORLD CO., LTD."
KD91ED08O13,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2019-07-05,2019-07-05~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,iMarketKorea Inc.
KD92AD08H01,S/P FOR AIRCRAFT,외자,총액제,일반경쟁,2019-07-05,2019-07-05~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,ASSOCIATED AIRCRAFT MFG & SALES INC
KD92CD08P24,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2019-07-05,2019-07-05~2021-03-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,ISW Corp.
KD91AD08P29,S/P FOR AH-1S(하울),외자,총액제,일반경쟁,2019-07-08,2019-07-08~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김재희,국가기관,방위사업청,howl international
KD91AD08P30,UH-1H 부속(비엔시마케팅),외자,총액제,일반경쟁,2019-07-08,2019-07-08~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,ASSOCIATED AIRCRAFT MFG & SALES INC
KD91AD08P39,S/P FOR AH-1S(엠코엔터프라이즈),외자,총액제,일반경쟁,2019-07-08,2019-07-08~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,ITS Enterprise Corp.
KD91AD08P40,S/P FOR AH-1S(엠코엔터프라이즈),외자,총액제,일반경쟁,2019-07-08,2019-07-08~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김재희,국가기관,방위사업청,ITS Enterprise Corp.
KD91AD08P41,S/P FOR AH-1S(엠코엔터프라이즈),외자,총액제,일반경쟁,2019-07-08,2019-07-08~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김재희,국가기관,방위사업청,ITS Enterprise Corp.
KD91AD08P42,S/P FOR AH-1S(엠코엔터프라이즈),외자,총액제,일반경쟁,2019-07-08,2019-07-08~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김재희,국가기관,방위사업청,ITS Enterprise Corp.
KD91FD08O08,S/P FOR ANTI AIR EQP'T,외자,총액제,일반경쟁,2019-07-08,2019-07-08~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),윤효주,국가기관,방위사업청,iMarketKorea Inc.
KD92CD08P23,S/P FOR SUBMARINE,외자,총액제,일반경쟁,2019-07-08,2019-07-08~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,ISW Corp.
KD92CD08P11,S/P for Warships,외자,총액제,일반경쟁,2019-07-09,2019-07-09~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD92CD08P29,S/P FOR SUBMARINE,외자,총액제,일반경쟁,2019-07-09,2019-07-09~2021-03-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,"KONECT WORLD CO., LTD."
KD92CD08P30,S/P FOR SUBMARINE,외자,총액제,일반경쟁,2019-07-09,2019-07-09~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,"NASK KOREA CO.,LTD."
KD92DD08O04,S/P FOR COMMUNICATION EQUIPMENT,외자,총액제,일반경쟁,2019-07-09,2019-07-09~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"NASK KOREA CO.,LTD."
KD92DM08O01,BOA S/P for TYPE-2093,외자,내역입찰(최저가),수의계약,2019-07-09,2019-07-09~2021-12-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이효진,국가기관,방위사업청,Thales UK Limited
KD91AD08O09,S/P FOR BO-105,외자,총액제,일반경쟁,2019-07-10,2019-07-10~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,ITS Enterprise Corp.
KD91AD08O10,S/P FOR CH-47D,외자,총액제,일반경쟁,2019-07-10,2019-07-10~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,ITS Enterprise Corp.
KD91GD08O05,S/P FOR TRACKED VEHICLE (SGB),외자,총액제,일반경쟁,2019-07-10,2019-07-10~2019-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,sgb
KD92CD08P14,S/P for Warships,외자,총액제,일반경쟁,2019-07-10,2019-07-10~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD92CD08P15,S/P for Warships,외자,총액제,일반경쟁,2019-07-10,2019-07-10~2019-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD92CD08P31,S/P for Warships,외자,총액제,일반경쟁,2019-07-10,2019-07-10~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,sgb
KD93AC59O01,"HUAV 일반지원장비(Fluid Dispenser, Oil)",외자,총액제,2단계경쟁(동시),2019-07-10,2019-07-10~2019-11-14,국가기관,방위사업청,국제장비계약팀(구:19.09.16),정명박,국가기관,방위사업청,"KOREA FA INDUSTRIAL CO.,LTD."
KD93AC59O02,HUAV 일반지원장비(Control Console 등 4종),외자,총액제,2단계경쟁(동시),2019-07-10,2019-07-10~2020-01-31,국가기관,방위사업청,국제장비계약팀(구:19.09.16),정명박,국가기관,방위사업청,"GB International, Inc"
KD91AD08P46,S/P FOR BO-105,외자,총액제,일반경쟁,2019-07-11,2019-07-11~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,"ATEMA Co., Ltd."
KD92CD08P21,S/P for Warships,외자,총액제,일반경쟁,2019-07-11,2019-07-11~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,ISW Corp.
KD92CD08P36,S/P for Warships,외자,총액제,일반경쟁,2019-07-15,2019-07-15~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,ISW Corp.
KD93AC59O03,HUAV 일반지원장비(Air Conditioning Cart(Electric)),외자,총액제,2단계경쟁(동시),2019-07-15,2019-07-15~2019-12-10,국가기관,방위사업청,국제장비계약팀(구:19.09.16),정명박,국가기관,방위사업청,TLD Asia Limited
KD92DD08O02,S/P FOR COMMUNICATION EQUIPMENT,외자,총액제,일반경쟁,2019-07-16,2019-07-16~2019-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"TAE EUN TECHNOLOGIES, INC."
KD91AD08O14,S/P FOR CH-47D,외자,총액제,일반경쟁,2019-07-17,2019-07-17~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,"DK M-TECH CO., LTD."
KD91AD08P50,화력장비 부품(코넥트월드),외자,총액제,일반경쟁,2019-07-17,2019-07-17~2019-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김재희,국가기관,방위사업청,"KONECT WORLD CO., LTD."
KD91GD08O06,S/P FOR TRACKED VEHICLE (SGB),외자,총액제,일반경쟁,2019-07-17,2019-07-17~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,sgb
KD92BD08O06,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,총액제,일반경쟁,2019-07-17,2019-07-17~2024-07-03,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김유라,국가기관,방위사업청,"KONECT WORLD CO., LTD."
KD92BD08O07,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,총액제,일반경쟁,2019-07-17,2019-07-17~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"KONECT WORLD CO., LTD."
KD92CD08P18,S/P FOR SUBMARINE,외자,총액제,일반경쟁,2019-07-17,2019-07-17~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,Wonil International Ltd.
KD91AD08O15,S/P FOR BO-105,외자,총액제,일반경쟁,2019-07-18,2019-07-18~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,"DK M-TECH CO., LTD."
KD91AD08P26,S/P FOR BO-105,외자,총액제,일반경쟁,2019-07-18,2019-07-18~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,ITS Enterprise Corp.
KD93AM08E12,19~'20 ACMI POD 부품구매,외자,내역입찰(최저가),수의계약,2019-07-18,2019-07-18~2020-10-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최용규,국가기관,방위사업청,ELBIT SYSTEMS LTD
KD91AD08O17,S/P FOR UH-60,외자,총액제,일반경쟁,2019-07-19,2019-07-19~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,"DK M-TECH CO., LTD."
KD91AD08P54,S/P FOR UH-60,외자,총액제,일반경쟁,2019-07-19,2019-07-19~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,ASSOCIATED AIRCRAFT MFG & SALES INC
KD91AD08P44,S/P FOR CH-47D,외자,총액제,일반경쟁,2019-07-22,2019-07-22~,국가기관,방위사업청,국제부품계약팀(구:19.09.16),인민식,국가기관,방위사업청,iMarketKorea Inc.
KD91AD08P57,UH-1H 부속(제이씨에이오토노머스),외자,총액제,일반경쟁,2019-07-22,2019-07-22~2020-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,JCA Autonomous
KD91AD08P55,S/P FOR 500MD,외자,총액제,일반경쟁,2019-07-23,2019-07-23~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,ASSOCIATED AIRCRAFT MFG & SALES INC
KD91AD08P59,S/P FOR 500MD,외자,총액제,일반경쟁,2019-07-23,2019-07-23~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,"KONECT WORLD CO., LTD."
KD92DD08O05,S/P FOR COMMUNICATION EQUIPMENT,외자,총액제,일반경쟁,2019-07-23,2019-07-23~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,Wonil International Ltd.
KD92BD08O12,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,총액제,일반경쟁,2019-07-24,2019-07-24~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김유라,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD92CD08P16,S/P for Warships,외자,총액제,일반경쟁,2019-07-24,2019-07-24~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,iMarketKorea Inc.
KD92CD08P27,S/P for Warships,외자,총액제,일반경쟁,2019-07-24,2019-07-24~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,ydglobal
KD91AD08P32,S/P FOR AH-1S (디엔에스트레이딩),외자,총액제,일반경쟁,2019-07-25,2019-07-25~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김재희,국가기관,방위사업청,S.O.I.AVIATION
KD91AD08P64,S/P FOR CH-47D,외자,총액제,일반경쟁,2019-07-25,2019-07-25~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,MAVEN ENGINEERING CORPORATION
KD91GD08O15,S/P FOR MOBILE EQP'T (ISW),외자,총액제,일반경쟁,2019-07-25,2019-07-25~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,ISW Corp.
KD92BD08O11,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,총액제,일반경쟁,2019-07-25,2019-07-25~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD92CD08P26,S/P for Warships,외자,총액제,일반경쟁,2019-07-25,2019-07-25~,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,JC TRADE
KD92CD08P28,S/P for Warships,외자,총액제,일반경쟁,2019-07-25,2019-07-25~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,ISW Corp.
KD92CD08P49,S/P for Warships,외자,총액제,일반경쟁,2019-07-25,2019-07-25~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"W.I. Engineering Co., Ltd"
KD92CM08O02,S/P for MAGG Gear BOA,외자,내역입찰(최저가),수의계약,2019-07-25,2019-07-25~2020-12-20,국가기관,방위사업청,국제부품계약팀(구:19.09.16),남도휘,국가기관,방위사업청,RENK-MAAG GmbH
KD92DD08O11,S/P FOR COMMUNICATION EQUIPMENT,외자,총액제,일반경쟁,2019-07-25,2019-07-25~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD93AA59O05,"HUAV 일반지원장비(TEST SET, RADAR)",외자,단가제(최저가),2단계경쟁(동시),2019-07-25,2019-07-25~2019-08-23,국가기관,방위사업청,국제장비계약팀(구:19.09.16),정명박,국가기관,방위사업청,H2L Technologies
KD93FB04O01,19~'20 탄도탄 조기경보레이더 부품정비(B),외자,내역입찰(최저가),수의계약,2019-07-25,2019-07-25~2020-12-31,국가기관,방위사업청,대정부계약팀(구:19.09.16),정하윤,국가기관,방위사업청,ELTA SYSTEMS LTD.
KD91GD08O09,S/P FOR TRACKED VEHICLE (제이씨교역),외자,총액제,일반경쟁,2019-07-26,2019-07-26~,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박아름,국가기관,방위사업청,JC TRADE
KD91GD08O10,S/P FOR TRACKED VEHICLE (제이씨교역),외자,총액제,일반경쟁,2019-07-26,2019-07-26~,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박아름,국가기관,방위사업청,JC TRADE
KD92SE09O01,127mm 함포 기술용역,외자,내역입찰(최저가),수의계약,2019-07-29,2019-07-29~2019-11-30,국가기관,방위사업청,국제장비계약팀(구:19.09.16),이태군,국가기관,방위사업청,Leonardo S.P.A.
KD93AM08O03,’19~‘21 RC-2000B 부품구매(B),외자,내역입찰(최저가),수의계약,2019-07-29,2019-07-29~2021-12-15,국가기관,방위사업청,국제부품계약팀(구:19.09.16),장혜진,국가기관,방위사업청,Dassault Falcon Jet Corp.
KD91AD08P53,UH-1H 부속(카멜테크놀러지),외자,총액제,일반경쟁,2019-07-30,2019-07-30~2020-08-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,"Karmel Technologies, Inc"
KD91FD08O12,S/P FOR ANTI AIR EQP'T,외자,리스입찰,일반경쟁,2019-07-30,2019-07-30~2019-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),윤효주,국가기관,방위사업청,"Karmel Technologies, Inc"
KD92BD08O13,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,총액제,일반경쟁,2019-07-30,2019-07-30~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김유라,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD92DD08O12,S/P FOR COMMUNICATION EQUIPMENT,외자,총액제,일반경쟁,2019-07-30,2019-07-30~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD91AD08P81,S/P FOR AH-1S(해성상사),외자,총액제,일반경쟁,2019-07-31,2019-07-31~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김재희,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD92DD08O10,S/P FOR COMMUNICATION EQUIPMENT,외자,총액제,일반경쟁,2019-07-31,2019-07-31~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD91AD08O22,S/P FOR ARMY HELICOPTER,외자,총액제,일반경쟁,2019-08-01,2019-08-01~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,PART ONE
KD91AD08P82,AH-1S(윌코에어로),외자,총액제,일반경쟁,2019-08-01,2019-08-01~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김재희,국가기관,방위사업청,INTEGRATED PROCUREMENT TECHNOLOGIES INC
KD91AD08P86,S/P FOR CH-47D,외자,총액제,일반경쟁,2019-08-01,2019-08-01~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD91FD08O13,S/P FOR ANTI AIR EQP'T,외자,리스입찰,일반경쟁,2019-08-01,2019-08-01~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),윤효주,국가기관,방위사업청,Wilko Aero
KD91FD08O14,S/P FOR ANTI AIR EQP'T,외자,리스입찰,일반경쟁,2019-08-01,2019-08-01~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),윤효주,국가기관,방위사업청,Wilko Aero
KD92CD08P38,S/P for Warships,외자,총액제,일반경쟁,2019-08-01,2019-08-01~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"NASK KOREA CO.,LTD."
KD92CD08P42,S/P for Warships,외자,총액제,일반경쟁,2019-08-01,2019-08-01~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"KONECT WORLD CO., LTD."
KD91AD08P87,S/P FOR BO-105,외자,총액제,일반경쟁,2019-08-02,2019-08-02~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이영수,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD92CD08P09,S/P for Warships,외자,총액제,일반경쟁,2019-08-02,2019-08-02~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD92CD08P43,S/P for Warships,외자,총액제,일반경쟁,2019-08-02,2019-08-02~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"KONECT WORLD CO., LTD."
KD92CD08P12,S/P for Warships,외자,총액제,일반경쟁,2019-08-05,2019-08-05~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD91FD08O09,S/P FOR ANTI AIR EQP'T,외자,총액제,일반경쟁,2019-08-06,2019-08-06~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),윤효주,국가기관,방위사업청,"R&M Tech, Inc."
KD91FD08O10,S/P FOR ANTI AIR EQP'T,외자,총액제,일반경쟁,2019-08-06,2019-08-06~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),윤효주,국가기관,방위사업청,"R&M Tech, Inc."
KD91AD08P70,AH-1S 부속(부흥인터내셔널),외자,총액제,일반경쟁,2019-08-07,2019-08-07~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김재희,국가기관,방위사업청,"Aeromax Industries, Inc"
KD91NA09O01,경량방탄헬멧(Lighjtweight Ballistic Helmet),외자,총액제,2단계경쟁(동시),2019-08-07,2019-08-07~,국가기관,방위사업청,미래전력사업국제확정계약팀,이후정,국가기관,방위사업청,"KODEA Co,. ltd"
KD92AD08H38,S/P FOR AIRCRAFT,외자,단가제(최저가),일반경쟁,2019-08-07,2019-08-07~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,VLD International Inc.
KD92AD08H39,S/P FOR AIRCRAFT,외자,단가제(최저가),일반경쟁,2019-08-07,2019-08-07~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,VLD International Inc.
KD92CD08P10,S/P for Warships,외자,총액제,일반경쟁,2019-08-07,2019-08-07~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD91AD08P58,S/P FOR 500MD,외자,총액제,일반경쟁,2019-08-08,2019-08-08~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,IKMAL MUHENDISLIK
KD91DD08O04,S/P FOR COMMUNICATION EQP'T (코넥트월드),외자,총액제,일반경쟁,2019-08-08,2019-08-08~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,"KONECT WORLD CO., LTD."
KD91ED08O14,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2019-08-08,2019-08-08~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,ISW Corp.
KD92BD08O25,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,총액제,일반경쟁,2019-08-08,2019-08-08~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김유라,국가기관,방위사업청,RUTC
KD91AD08O13,S/P FOR CH-47D,외자,총액제,일반경쟁,2019-08-09,2019-08-09~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,"S3 Aerodefense, LLC"
KD91AD08P38,S/P FOR UH-60,외자,총액제,일반경쟁,2019-08-09,2019-08-09~,국가기관,방위사업청,국제부품계약팀(구:19.09.16),인민식,국가기관,방위사업청,iMarketKorea Inc.
KD91AD08P67,S/P FOR 500MD,외자,총액제,일반경쟁,2019-08-09,2019-08-09~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD91AD08Q02,S/P FOR 500MD,외자,총액제,일반경쟁,2019-08-09,2019-08-09~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,INTEGRATED PROCUREMENT TECHNOLOGIES INC
KD91AD08Q12,S/P FOR UH-60,외자,총액제,일반경쟁,2019-08-09,2019-08-09~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,iMarketKorea Inc.
KD91BD08O01,S/P FOR FIRE EQPT,외자,총액제,일반경쟁,2019-08-09,2019-08-09~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,Hanbaek Aerospace Co. Ltd
