집행예정월,판단번호,대표품명,집행유형,계약방법,집행기관,예산금액,입찰방법,진행상태,담당자명
2018-06-30,DAD88002002,항공부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),116827807.2,단가제,2차공고의뢰중,김혜란
2018-06-30,DAE98140002,F-15K 항공기 기골 건전성 프로그램 기술지원,기술용역,수의계약,국제장비계약팀(구:19.09.16),972249966,총액제,2차공고의뢰중,
2018-06-30,DAD88002003,항공부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),419628584.9,단가제,2차공고의뢰중,김혜란
2018-06-30,BFD88964001,방공부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),389870362.6,단가제,2차공고의뢰중,전명진
2018-06-30,BED88004001,일반장비부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),414604751.8,단가제,2차공고의뢰중,한송민
2018-06-30,BAD88501001,AH-1S 부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),130776097.8,단가제,2차공고의뢰중,전명진
2018-06-30,BAD88502001,AH-1S 부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),161369898.6,단가제,2차공고의뢰중,전명진
2018-06-30,BAD88914001,육군 헬기부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),105319310.9,단가제,2차공고의뢰중,한송민
2018-06-30,BAD88507002,육군 헬기부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),116629447,단가제,2차공고의뢰중,전명진
2018-06-30,BAD88911002,UH-60 부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),32209056.7,단가제,2차공고의뢰중,한송민
2018-06-30,WAD88001002,상륙기동헬기 지원장비,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),145920050,단가제,2차공고의뢰중,김명주
2018-06-30,PBD88905004,해군화력부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),915529277,단가제,2차공고의뢰중,전병서
2018-06-30,PCD88816004,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),248629651.2,단가제,2차공고의뢰중,김현승
2018-06-30,PCD88615002,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),143921862.4,단가제,2차공고의뢰중,이송이
2018-06-30,PCD88915001,잠수함 부품구매,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),1518196979.5,단가제,2차공고의뢰중,이상식
2018-06-30,BAD88503002,AH-1S 부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),220035566.2,단가제,2차공고의뢰중,전명진
2018-06-30,BAD88913002,BO-105 부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),231048919.1,단가제,2차공고의뢰중,한송민
2018-06-30,PCD88155001,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),409670007.9,단가제,2차공고의뢰중,이송이
2018-06-30,PCB48055001,함정용 대공레이더(SMART-L) 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),57557713.9,,2차공고의뢰중,이주영
2018-06-30,PBD88904002,해군화력부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),43022580.4,단가제,2차공고의뢰중,전병서
2018-06-30,PCB48042001,잠수함 레이더 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),186979427.6,,2차공고의뢰중,이주영
2018-06-30,DAM78005001,T-50 사출장비 부품 구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),3460631870.4,,2차공고의뢰중,이충렬
2018-06-30,DAM78013001,F-15K TIGER EYES/SNIPER POD 부품 구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),3849068172.6,,2차공고의뢰중,김소영
2018-06-30,BFD88961001,방공부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),56587993.1,단가제,2차공고의뢰중,전명진
2018-06-30,BFD88964003,방공부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),2443819879.8,단가제,2차공고의뢰중,전명진
2018-06-30,BFD88962001,방공부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),354008411.4,단가제,2차공고의뢰중,전명진
2018-06-30,BFD88962002,방공부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),13940222.4,단가제,2차공고의뢰중,전명진
2018-06-30,PBM78904001,해군화력부품,한도액부품,수의계약,국제부품계약팀(구:19.09.16),2301951024,,2차공고의뢰중,전병서
2018-06-30,PCD88812002,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),46987467.9,단가제,2차공고의뢰중,김현승
2018-06-30,DAB48004001,방공관제레이더 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),473584909.7,,2차공고의뢰중,김종현
2018-06-30,PBD88904001,해군화력부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),49865928.2,단가제,2차공고의뢰중,전병서
2018-06-30,PCD88814001,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),47672293.1,단가제,2차공고의뢰중,김현승
2018-06-30,PCD88813002,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),94848120.7,단가제,2차공고의뢰중,김현승
2018-06-30,BED88005001,일반장비부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),817783553.8,단가제,2차공고의뢰중,한송민
2018-06-30,BED88002001,일반장비부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),612881083.2,단가제,1차공고중,한송민
2018-06-30,BED88005002,일반장비부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),100195800.5,단가제,2차공고의뢰중,한송민
2018-06-30,BAD88502002,AH-1S 부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),1467926.5,단가제,2차공고의뢰중,전명진
2018-06-30,BBD88500001,화력장비 부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),199157076,단가제,2차공고의뢰중,전명진
2018-06-30,BBD88500003,5.56밀리 기관총 주야간조준경,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),256019580,단가제,2차공고의뢰중,전명진
2018-06-30,PCD88816002,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),150852288,단가제,2차공고의뢰중,김현승
2018-06-30,PBD88901001,해군화력부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),201870013.9,단가제,2차공고의뢰중,전병서
2018-06-30,PBD88902001,해군화력부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),63766397.2,단가제,2차공고의뢰중,전병서
2018-06-30,PDD88001004,해군통신부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),1575815476.1,단가제,2차공고의뢰중,김명주
2018-06-30,PCD88615001,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),204858400.6,단가제,2차공고의뢰중,이송이
2018-06-30,PAB48051001,LYNX RADAR 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),1584019502.1,,2차공고의뢰중,이주영
2018-06-30,PAB48037001,AW-159 항공기 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),3660895352,,2차공고의뢰중,이주영
2018-06-30,PCB48041001,잠수함 긴급부상장치 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),5280357021.6,,2차공고의뢰중,이주영
2018-06-30,PCD88321001,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),722680.2,단가제,2차공고의뢰중,이송이
2018-06-30,PCM78803001,해군함정부품,한도액부품,수의계약,국제부품계약팀(구:19.09.16),1128641672.2,,2차공고의뢰중,김현승
2018-06-30,BFD88963001,방공부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),492952669,단가제,2차공고의뢰중,전명진
2018-06-30,BFD88963002,방공부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),28333552.2,단가제,2차공고의뢰중,전명진
2018-06-30,BAD88503001,AH-1S 부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),821979142.1,단가제,2차공고의뢰중,전명진
2018-06-30,PBD88902002,해군화력부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),161613210.2,단가제,2차공고의뢰중,전병서
2018-06-30,PCD88315003,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),590386354,단가제,2차공고의뢰중,이송이
2018-06-30,PCD88115004,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),334844131.2,단가제,2차공고의뢰중,이송이
2018-06-30,DAD88001002,항공부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),113166110,단가제,2차공고의뢰중,김혜란
2018-06-30,DAM78006001,F-5 CAD/PAD 부품구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),3240805309,,2차공고의뢰중,이충렬
2018-06-30,BED88002002,일반장비부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),229559839,단가제,2차공고의뢰중,한송민
2018-06-30,BED88003001,일반장비부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),144124087.2,단가제,2차공고의뢰중,한송민
2018-06-30,BED88004002,일반장비부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),566469915.3,단가제,2차공고의뢰중,한송민
2018-06-30,BED88001001,일반장비부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),252769530.5,단가제,2차공고의뢰중,한송민
2018-06-30,BAD88912001,CH-47D 부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),1040375767.6,단가제,2차공고의뢰중,한송민
2018-06-30,BAD88957003,500MD 부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),597061987.2,단가제,2차공고의뢰중,전명진
2018-06-30,BAD88507001,육군 헬기부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),602027783.5,단가제,2차공고의뢰중,전명진
2018-06-30,BAD88911001,UH-60 부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),137607015.6,단가제,2차공고의뢰중,한송민
2018-06-30,DKB48002001,AGM-142 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),94319981.3,,2차공고의뢰중,김종현
2018-06-30,PCD88315002,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),238383240.6,단가제,2차공고의뢰중,이송이
2018-06-30,PCD88814003,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),1030274742.8,단가제,2차공고의뢰중,김현승
2018-06-30,PCD88115002,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),13305117.2,단가제,2차공고의뢰중,이송이
2018-06-30,DAE98139002,F-15K 전자기술 교범,기술용역,수의계약,국제장비계약팀(구:19.09.16),5678250000,총액제,2차공고의뢰중,
2018-06-30,BFD88961002,방공부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),1409019.6,단가제,2차공고의뢰중,전명진
2018-06-30,BGM78004002,K-1 구난전차 부품구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),532049.2,,2차공고의뢰중,김소영
2018-06-30,DAM78971002,RC-800 부품 구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),3666285,,2차공고의뢰중,이지수
2018-06-30,DAB48017001,RC-800 기관 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),4353146595.6,,2차공고의뢰중,김종현
2018-06-30,DAM78015001,RC-800 부품 구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),2018634745.9,,2차공고의뢰중,김소영
2018-06-30,PBM78901001,해군화력부품,한도액부품,수의계약,국제부품계약팀(구:19.09.16),4591145760.5,,2차공고의뢰중,전병서
2018-06-30,BAD88913001,BO-105 부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),521831152.4,단가제,2차공고의뢰중,한송민
2018-06-30,BAD88957001,500MD 부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),2116567009.5,단가제,1차공고중,전명진
2018-06-30,PCD88115001,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),439742200.7,단가제,2차공고의뢰중,이송이
2018-06-30,DAM78021001,C-130 자체보호장비,한도액부품,수의계약,국제부품계약팀(구:19.09.16),580983850,,2차공고의뢰중,강현숙
2018-06-30,DAB48001001,탄도탄 조기경보레이다 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),674841378.8,,2차공고의뢰중,김종현
2018-06-30,PCD88814002,해군함정부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),1124350,단가제,2차공고의뢰중,김현승
2018-06-30,PBB48035001,SUT 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),49813315.4,,2차공고의뢰중,이주영
2018-06-30,BFD88965002,방공부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),27921768.9,단가제,2차공고의뢰중,전명진
2018-06-30,BFD88961003,방공부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),286168432,단가제,2차공고의뢰중,전명진
2018-07-13,BMA98102001,K5방독면 야전정비용 정밀측정장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),777871500,총액제,2차공고의뢰중,이후정
2018-07-13,PMA98101001,K5방독면 교육훈련용 정밀측정장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),124733600,총액제,2차공고의뢰중,이후정
2018-07-13,DAB98164002,C-130J 프로펠러 해외 창정비,장비정비,수의계약,국제장비계약팀(구:19.09.16),1639668872,총액제,2차공고의뢰중,이상재
2018-07-13,PMA98102001,K5방독면 야전정비용 정밀측정장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),148166000,총액제,2차공고의뢰중,이후정
2018-07-13,DMA98101001,K5방독면 교육훈련용 정밀측정장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),93550200,총액제,2차공고의뢰중,이후정
2018-07-13,DMA98102001,K5방독면 야전정비용 정밀측정장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),74083000,총액제,2차공고의뢰중,이후정
2018-07-13,BMA98101001,K5방독면 교육훈련용 정밀측정장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),623668000,총액제,2차공고의뢰중,이후정
2018-07-30,DAM78030001,VH-92 부품구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),1086899958.1,,2차공고의뢰중,강현숙
2018-07-30,PAM78943001,P-3C 부품,한도액부품,수의계약,국제부품계약팀(구:19.09.16),5322637338.9,,2차공고의뢰중,송창훈
2018-07-30,DAM78027001,AGM-142 부품구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),148968035.6,,2차공고의뢰중,강현숙
2018-07-30,PBC98105001,해상작전헬기용 대함유도탄,물자,수의계약,국제장비계약팀(구:19.09.16),1147565850,총액제,2차공고의뢰중,황병순
2018-07-30,DAM78009001,RC-800기관 부품 구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),312049556.5,,2차공고의뢰중,이충렬
2018-07-30,DAM78010001,HS-748 엔진부품,한도액부품,수의계약,국제부품계약팀(구:19.09.16),574788884.9,,2차공고의뢰중,이충렬
2018-07-30,BBD88966003,화력장비 부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),3218908282,단가제,2차공고의뢰중,곽갑주
2018-07-31,BAB48013001,500MD 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),701116150.1,,2차공고의뢰중,유동현
2018-07-31,PKC98132001,40밀리 연막탄(녹색),물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),31893120,단가제,2차공고의뢰중,황병순
2018-07-31,DKE98159002,중거리공대지유도폭탄(2000LBS),기술용역,수의계약,국제장비계약팀(구:19.09.16),141250000,총액제,2차공고의뢰중,함송희
2018-07-31,BDB48002001,지상감시레이더 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),147496741.7,,2차공고의뢰중,유동현
2018-07-31,PKC98114002,127MM 감장약,물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),648720705.6,단가제,2차공고의뢰중,황병순
2018-07-31,DAB48002001,KT/A-1 기관 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),902936873.4,,2차공고의뢰중,김종현
2018-07-31,BAB48004001,KUH 구성품 국외정비,장비정비,수의계약,대정부계약팀(구:19.09.16),1082626829.2,,2차공고의뢰중,유동현
2018-07-31,PKC98122001,40밀리 고무충격탄,물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),41052900,단가제,2차공고의뢰중,황병순
2018-07-31,DAB48034001,CN-235엔진 정비,장비정비,수의계약,대정부계약팀(구:19.09.16),2753810000,,2차공고의뢰중,김종현
2018-07-31,DAB48022001,새매 POD 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),816411801.6,,2차공고의뢰중,김종현
2018-07-31,PKC98125001,섬광 폭음탄,물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),33000520,단가제,2차공고의뢰중,황병순
2018-07-31,PKC98121001,12게이지 슬러그탄(문파쇄),물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),38613456,단가제,2차공고의뢰중,황병순
2018-07-31,DAB48028001,CN-235 부품정비(ADS),장비정비,수의계약,대정부계약팀(구:19.09.16),3178025164.5,,2차공고의뢰중,김종현
2018-07-31,BAB48005001,AH-1S 시뮬레이터 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),152149742.7,,2차공고의뢰중,유동현
2018-07-31,PKC98115002,127MM 조명탄,물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),1361536819.2,단가제,2차공고의뢰중,황병순
2018-07-31,PKC98123001,5.56밀리 파쇄탄,물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),30374400,단가제,2차공고의뢰중,황병순
2018-07-31,BAB48009001,UH-60 연료공급기 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),438901944,,2차공고의뢰중,유동현
2018-07-31,BBB48003001,포구초속측정기 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),53418444.8,,2차공고의뢰중,유동현
2018-07-31,DAB48011001,AS-332 기체 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),1181984531.3,,2차공고의뢰중,김종현
2018-07-31,PKC98133001,40밀리 연막탄(황색),물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),31893120,단가제,2차공고의뢰중,황병순
2018-07-31,BAB48001001,AH-1S 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),336437634.6,,2차공고의뢰중,유동현
2018-07-31,BBB48002001,음향표적탐지장비 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),214841250,,2차공고의뢰중,유동현
2018-07-31,BAB48010001,UH-60 인양기 정비,장비정비,수의계약,대정부계약팀(구:19.09.16),222982448,,2차공고의뢰중,유동현
2018-07-31,PKC98131001,40밀리 연막탄(흰색),물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),31893120,단가제,2차공고의뢰중,황병순
2018-07-31,BAB48011001,UH-60 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),4172412779.7,,2차공고의뢰중,유동현
2018-07-31,PBA98107001,음향발화장치,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),349881493.2,총액제,2차공고의뢰중,양정규
2018-07-31,BAB48007001,UAV 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),357715907.5,,2차공고의뢰중,유동현
2018-08-01,PSE98103001,P-3CK 기술용역,기술용역,수의계약,국제장비계약팀(구:19.09.16),869393490.1,총액제,2차공고의뢰중,황병순
2018-08-01,PSE98104001,수중생환 훈련장비 기술용역,기술용역,수의계약,국제장비계약팀(구:19.09.16),68559043.6,총액제,2차공고의뢰중,황병순
2018-08-14,PBC98151001,"기뢰제거폭약, 폭발식 절단기 및 지원장비",물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),7417025280,총액제,2차공고의뢰중,황병순
2018-08-15,PBC98142001,원격기폭장치,물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),834788991.6,총액제,2차공고의뢰중,황병순
2018-08-20,PCA98337001,고속대공무인표적기 발사체계 및 정비운용 기술용역,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),1134886120,총액제,2차공고의뢰중,이귀천
2018-08-24,DAE98165001,AGM-142 /DLP 기술지원,기술용역,수의계약,국제장비계약팀(구:19.09.16),125876350,총액제,2차공고의뢰중,문선희
2018-08-24,BAA98105002,야간투시경 무한초점 조정장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),814832500,총액제,2차공고의뢰중,이후정
2018-08-30,DAM78022001,전술항법장비(FAL-2010)부품구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),1602366012.6,,2차공고의뢰중,강현숙
2018-08-30,PCB48039001,잠수함 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),3256125261.4,,2차공고의뢰중,이주영
2018-08-30,PBE98106001,SM-2 유도탄 검사장비 기술용역,기술용역,수의계약,국제장비계약팀(구:19.09.16),746143520,총액제,2차공고의뢰중,양정규
2018-08-30,DAM78003001,F-15K엔진 전자기술도서,한도액부품,수의계약,국제부품계약팀(구:19.09.16),1792540549.1,,2차공고의뢰중,이충렬
2018-08-30,DAM78001001,F-15K 기관부품 구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),37649059760,,2차공고의뢰중,이충렬
2018-08-31,DAM78024001,AS-332 기관 부품 구매,한도액부품,수의계약,국제부품계약팀(구:19.09.16),558177500.7,,2차공고의뢰중,강현숙
2018-08-31,BFB48001001,비호 전자광학추적장비 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),2047761750.2,,2차공고의뢰중,유동현
2018-08-31,PKA98117001,카트리지 BBU-35/B,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),45200000,총액제,2차공고의뢰중,이상재
2018-08-31,BRH48001001,아소 대포병레이더 성과기반군수지원 사업,기타,수의계약,대정부계약팀(구:19.09.16),51563648901,총액제,2차공고의뢰중,김명현
2018-08-31,DAE98157002,정밀접근레이더(RP-5GI/M) 기술지원,기술용역,수의계약,국제장비계약팀(구:19.09.16),310733050,총액제,2차공고의뢰중,
2018-08-31,BAB48012001,CH-47D 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),934285005.7,,2차공고의뢰중,유동현
2018-08-31,DAB48020001,관성항법장비 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),332131069,,2차공고의뢰중,김종현
2018-08-31,BFB48002001,천마 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),186208745,,2차공고의뢰중,유동현
2018-08-31,DAE98319001,기상위성수신체계 성능개량 기술지원,기술용역,수의계약,국제장비계약팀(구:19.09.16),261152040,총액제,2차공고의뢰중,이안구
2018-08-31,PSE98166001,127MM 함포 기술용역,기술용역,수의계약,국제장비계약팀(구:19.09.16),194543918.8,총액제,2차공고의뢰중,황병순
2018-08-31,BBB48001001,쌍안경(VECTOR 21) 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),109086493.6,,2차공고의뢰중,유동현
2018-08-31,PBC98150002,공격용수류탄,물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),30193600,단가제,2차공고의뢰중,황병순
2018-08-31,WKA98174001,카트리지 BBU-35/B,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),36588400,총액제,2차공고의뢰중,이상재
2018-08-31,PCE98317001,TDS-2061 기술용역,기술용역,수의계약,국제장비계약팀(구:19.09.16),79717804.9,총액제,2차공고의뢰중,양정규
2018-08-31,PBA98315002,폭발물탐지기(폭약성분분석기),장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),209502000,총액제,2차공고의뢰중,양정규
2018-08-31,DKA98173001,카트리지 BBU-35/B,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),1020644928,총액제,2차공고의뢰중,이상재
2018-08-31,PKC98156001,20MM CIWS PHALANX 탄약,물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),2382969468.6,단가제,2차공고의뢰중,황병순
2018-08-31,WBC98155001,SPIKE-NLOS 유도탄,물자,수의계약,국제장비계약팀(구:19.09.16),6694498267.5,총액제,2차공고의뢰중,황병순
2018-08-31,PBA98160001,K-3 기관총 홀로그램 조준경,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),25882819.5,총액제,2차공고의뢰중,양정규
2018-08-31,BFB48003001,대포병탐지레이더(ARTHUR-K) 부품 정비,장비정비,수의계약,대정부계약팀(구:19.09.16),729300960.4,,2차공고의뢰중,유동현
2018-09-03,BBA98103002,항공화력유도 시뮬레이터,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),313227909.2,총액제,2차공고의뢰중,이후정
2018-09-14,WNC98169001,폭발물처리 보호의(EOD 슈트),물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),159999999.6,단가제,2차공고의뢰중,양정규
2018-09-14,PNC98169001,폭발물처리 보호의(EOD 슈트),물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),159999999.6,단가제,2차공고의뢰중,양정규
2018-09-14,BNC98169001,폭발물처리 보호의(EOD 슈트),물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),3119999992.2,총액제,2차공고의뢰중,양정규
2018-09-17,DKC98167002,12.7MM(APEI+API-T),물자,2단계경쟁(동시),국제장비계약팀(구:19.09.16),253120000,총액제,2차공고의뢰중,함송희
2018-09-28,PBE98171001,SEA SKUA 검사장비 정밀교정 기술용역,기술용역,수의계약,국제장비계약팀(구:19.09.16),882594410,총액제,2차공고의뢰중,양정규
2018-09-28,DDA98004002,000사업,장비,지명경쟁,국제장비계약팀(구:19.09.16),21574000000,총액제,2차공고의뢰중,함송희
2018-09-28,BDB48001001,주파수교란장비(GRIFFIN) 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),200267640,,2차공고의뢰중,유동현
2018-09-28,PAA98105002,야간투시경 무한초점 조정장비,장비,2단계경쟁(동시),국제장비계약팀(구:19.09.16),176180000,총액제,2차공고의뢰중,이후정
2018-09-28,DAE98441002,HUAV 계약자군수지원(CLS),기술용역,수의계약,국제장비계약팀(구:19.09.16),61870000000,총액제,2차공고의뢰중,이상재
2018-09-30,DAD88012002,항공부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),68129480,단가제,2차공고의뢰중,김혜란
2018-09-30,PAD88950001,LYNX대잠초계헬기 부속,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),160998275.5,단가제,2차공고의뢰중,송창훈
2018-09-30,PAD88951002,P-3C 부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),199847200.9,단가제,2차공고의뢰중,송창훈
2018-09-30,PCB48044001,수중음파탐지기(NAVIGATOR) 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),44587178.4,,2차공고의뢰중,이주영
2018-09-30,DAB48024001,F-15K TIGER EYE/SNIPER POD 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),4360315812.8,,2차공고의뢰중,김종현
2018-09-30,DAB48014001,F-4E 기체 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),89323595.9,,2차공고의뢰중,김종현
2018-09-30,BJO88970002,장비연료,기름(연료),일반경쟁,국제부품계약팀(구:19.09.16),54274250.3,단가제,2차공고의뢰중,이지수
2018-09-30,DAB48015001,FALCON 20005S 부품정비,장비정비,수의계약,대정부계약팀(구:19.09.16),475960655.6,,2차공고의뢰중,김종현
2018-09-30,PAM78944001,LYNX대잠초계헬기 부속,한도액부품,수의계약,국제부품계약팀(구:19.09.16),11741017813,,2차공고의뢰중,송창훈
2018-09-30,PAM78945001,LYNX대잠초계헬기 부속,한도액부품,수의계약,국제부품계약팀(구:19.09.16),2135071573.1,,2차공고의뢰중,송창훈
2018-09-30,PAD88951003,P-3C 부품,(확정)부품,일반경쟁,국제부품계약팀(구:19.09.16),14018622953,단가제,2차공고의뢰중,송창훈
